0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.705
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.702
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.879
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.874
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.812 | MinDCF = 0.77
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.552 | MinDCF = 0.37
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 4.712 | MinDCF = 0.782
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.975
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.841
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.983
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.89
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.927
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.998
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 1.293 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.998
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.968 | MinDCF = 0.428
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.998
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 8.388 | MinDCF = 0.548
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.982 | MinDCF = 0.882
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.974 | MinDCF = 0.499
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 8.754 | MinDCF = 0.976
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.705
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.701
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.879
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.874
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.818 | MinDCF = 0.737
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.542 | MinDCF = 0.35
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 4.602 | MinDCF = 0.759
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.872
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.935
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.907
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.967
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.902
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.969
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.475
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.766
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.903
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.937
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 1.239 | MinDCF = 0.999
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.731 | MinDCF = 0.367
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 6.071 | MinDCF = 0.466
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.831
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.705
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.701
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.879
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.874
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.801 | MinDCF = 0.752
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.529 | MinDCF = 0.354
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 4.489 | MinDCF = 0.721
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.937
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.98
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.761
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.877
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.843
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.945
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.778
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.985 | MinDCF = 0.799
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.366
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.985 | MinDCF = 0.371
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.761
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 8.865 | MinDCF = 0.773
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 1.197 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.702 | MinDCF = 0.303
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 5.822 | MinDCF = 0.409
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.972
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.998
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.962
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.979
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.729
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.747
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.927
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.904
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.838 | MinDCF = 0.785
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.538 | MinDCF = 0.361
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 4.538 | MinDCF = 0.697
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.812
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.902
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.483
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.726
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.598
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.869
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.794
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.801 | MinDCF = 0.796
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.438
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.74 | MinDCF = 0.437
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.839
0.5 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 6.6 | MinDCF = 0.846
