0.5 | 0.1 | Quadratic Regression | Lambda = 1.00e-05 | Raw | PCA = 6 | ActDCF = 0.805 | MinDCF = 0.494
0.5 | 0.5 | Quadratic Regression | Lambda = 2.64e-01 | Normalized | PCA = 6 | ActDCF = 0.928 | MinDCF = 0.37
0.5 | 0.9 | Quadratic Regression | Lambda = 2.64e-01 | Normalized | PCA = 6 | ActDCF = 8.308 | MinDCF = 0.775
0.5 | 0.1 | Quadratic Regression | Lambda = 6.16e-01 | Raw | PCA = 6 | ActDCF = 0.821 | MinDCF = 0.492
0.5 | 0.5 | Quadratic Regression | Lambda = 6.16e-01 | Raw | PCA = 6 | ActDCF = 0.122 | MinDCF = 0.115
0.5 | 0.9 | Quadratic Regression | Lambda = 6.16e-01 | Raw | PCA = 6 | ActDCF = 0.402 | MinDCF = 0.19
0.5 | 0.1 | Quadratic Regression | Lambda = 6.16e-01 | Normalized | PCA = 6 | ActDCF = 0.961 | MinDCF = 0.859
0.5 | 0.5 | Quadratic Regression | Lambda = 6.16e-01 | Normalized | PCA = 6 | ActDCF = 0.92 | MinDCF = 0.368
0.5 | 0.9 | Quadratic Regression | Lambda = 6.16e-01 | Normalized | PCA = 6 | ActDCF = 8.24 | MinDCF = 0.774
0.5 | 0.1 | Quadratic Regression | Lambda = 1.44e+00 | Raw | PCA = 6 | ActDCF = 0.827 | MinDCF = 0.491
0.5 | 0.5 | Quadratic Regression | Lambda = 1.44e+00 | Raw | PCA = 6 | ActDCF = 0.121 | MinDCF = 0.113
0.5 | 0.9 | Quadratic Regression | Lambda = 1.44e+00 | Raw | PCA = 6 | ActDCF = 0.381 | MinDCF = 0.191
0.5 | 0.1 | Quadratic Regression | Lambda = 1.44e+00 | Normalized | PCA = 6 | ActDCF = 0.953 | MinDCF = 0.862
0.5 | 0.5 | Quadratic Regression | Lambda = 1.44e+00 | Normalized | PCA = 6 | ActDCF = 0.908 | MinDCF = 0.366
0.5 | 0.9 | Quadratic Regression | Lambda = 1.44e+00 | Normalized | PCA = 6 | ActDCF = 8.128 | MinDCF = 0.787
0.5 | 0.1 | Quadratic Regression | Lambda = 3.36e+00 | Raw | PCA = 6 | ActDCF = 0.837 | MinDCF = 0.49
0.5 | 0.5 | Quadratic Regression | Lambda = 3.36e+00 | Raw | PCA = 6 | ActDCF = 0.122 | MinDCF = 0.115
0.5 | 0.9 | Quadratic Regression | Lambda = 3.36e+00 | Raw | PCA = 6 | ActDCF = 0.382 | MinDCF = 0.188
0.5 | 0.1 | Quadratic Regression | Lambda = 3.36e+00 | Normalized | PCA = 6 | ActDCF = 0.955 | MinDCF = 0.853
0.5 | 0.5 | Quadratic Regression | Lambda = 3.36e+00 | Normalized | PCA = 6 | ActDCF = 0.906 | MinDCF = 0.366
0.5 | 0.9 | Quadratic Regression | Lambda = 3.36e+00 | Normalized | PCA = 6 | ActDCF = 8.106 | MinDCF = 0.797
0.5 | 0.1 | Quadratic Regression | Lambda = 7.85e+00 | Raw | PCA = 6 | ActDCF = 0.898 | MinDCF = 0.489
0.5 | 0.5 | Quadratic Regression | Lambda = 7.85e+00 | Raw | PCA = 6 | ActDCF = 0.126 | MinDCF = 0.115
0.5 | 0.9 | Quadratic Regression | Lambda = 7.85e+00 | Raw | PCA = 6 | ActDCF = 0.366 | MinDCF = 0.186
0.5 | 0.1 | Quadratic Regression | Lambda = 7.85e+00 | Normalized | PCA = 6 | ActDCF = 0.95 | MinDCF = 0.853
0.5 | 0.5 | Quadratic Regression | Lambda = 7.85e+00 | Normalized | PCA = 6 | ActDCF = 0.901 | MinDCF = 0.366
0.5 | 0.9 | Quadratic Regression | Lambda = 7.85e+00 | Normalized | PCA = 6 | ActDCF = 8.061 | MinDCF = 0.799
0.5 | 0.1 | Quadratic Regression | Lambda = 1.83e+01 | Raw | PCA = 6 | ActDCF = 0.968 | MinDCF = 0.481
0.5 | 0.5 | Quadratic Regression | Lambda = 1.83e+01 | Raw | PCA = 6 | ActDCF = 0.128 | MinDCF = 0.111
0.5 | 0.9 | Quadratic Regression | Lambda = 1.83e+01 | Raw | PCA = 6 | ActDCF = 0.308 | MinDCF = 0.18
0.5 | 0.1 | Quadratic Regression | Lambda = 1.83e+01 | Normalized | PCA = 6 | ActDCF = 0.95 | MinDCF = 0.852
0.5 | 0.5 | Quadratic Regression | Lambda = 1.83e+01 | Normalized | PCA = 6 | ActDCF = 0.901 | MinDCF = 0.366
0.5 | 0.9 | Quadratic Regression | Lambda = 1.83e+01 | Normalized | PCA = 6 | ActDCF = 8.061 | MinDCF = 0.8
0.5 | 0.1 | Quadratic Regression | Lambda = 4.28e+01 | Raw | PCA = 6 | ActDCF = 1.134 | MinDCF = 0.493
0.5 | 0.5 | Quadratic Regression | Lambda = 4.28e+01 | Raw | PCA = 6 | ActDCF = 0.139 | MinDCF = 0.117
0.5 | 0.9 | Quadratic Regression | Lambda = 4.28e+01 | Raw | PCA = 6 | ActDCF = 0.259 | MinDCF = 0.182
0.5 | 0.1 | Quadratic Regression | Lambda = 4.28e+01 | Normalized | PCA = 6 | ActDCF = 0.95 | MinDCF = 0.852
0.5 | 0.5 | Quadratic Regression | Lambda = 4.28e+01 | Normalized | PCA = 6 | ActDCF = 0.901 | MinDCF = 0.365
0.5 | 0.9 | Quadratic Regression | Lambda = 4.28e+01 | Normalized | PCA = 6 | ActDCF = 8.061 | MinDCF = 0.8
0.5 | 0.1 | Quadratic Regression | Lambda = 1.00e+02 | Raw | PCA = 6 | ActDCF = 1.321 | MinDCF = 0.506
0.5 | 0.5 | Quadratic Regression | Lambda = 1.00e+02 | Raw | PCA = 6 | ActDCF = 0.151 | MinDCF = 0.12
0.5 | 0.9 | Quadratic Regression | Lambda = 1.00e+02 | Raw | PCA = 6 | ActDCF = 0.191 | MinDCF = 0.185
0.5 | 0.1 | Quadratic Regression | Lambda = 1.00e+02 | Normalized | PCA = 6 | ActDCF = 0.95 | MinDCF = 0.85
0.5 | 0.5 | Quadratic Regression | Lambda = 1.00e+02 | Normalized | PCA = 6 | ActDCF = 0.901 | MinDCF = 0.365
0.5 | 0.9 | Quadratic Regression | Lambda = 1.00e+02 | Normalized | PCA = 6 | ActDCF = 8.061 | MinDCF = 0.8
