0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 3.815 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 9.0 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.959 | MinDCF = 0.57
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.878
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.802
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.875 | MinDCF = 0.805
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.218
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.241 | MinDCF = 0.217
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 3.358 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 6 | ActDCF = 7.214 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.726 | MinDCF = 0.436
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 6 | ActDCF = 0.802 | MinDCF = 0.467
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.995 | MinDCF = 0.787
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.822 | MinDCF = 0.788
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.995 | MinDCF = 0.214
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.23 | MinDCF = 0.213
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.394 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 3.596 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.377 | MinDCF = 0.224
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.401 | MinDCF = 0.224
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.799 | MinDCF = 0.551
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.45 | MinDCF = 0.552
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.757 | MinDCF = 0.162
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.182 | MinDCF = 0.166
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.335 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 6 | ActDCF = 4.034 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.405 | MinDCF = 0.213
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 6 | ActDCF = 0.448 | MinDCF = 0.214
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.771 | MinDCF = 0.557
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.456 | MinDCF = 0.559
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.72 | MinDCF = 0.158
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.184 | MinDCF = 0.156
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 4.38 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 8.755 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.888 | MinDCF = 0.56
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.973 | MinDCF = 0.647
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.989 | MinDCF = 0.766
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.734 | MinDCF = 0.769
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.987 | MinDCF = 0.204
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.219 | MinDCF = 0.202
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 2.365 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 6 | ActDCF = 6.392 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.653 | MinDCF = 0.352
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 6 | ActDCF = 0.71 | MinDCF = 0.367
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.97 | MinDCF = 0.754
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.735 | MinDCF = 0.756
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.948 | MinDCF = 0.2
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.225 | MinDCF = 0.202
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.957 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 5.068 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.565 | MinDCF = 0.282
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.563 | MinDCF = 0.288
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.706 | MinDCF = 0.575
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.58 | MinDCF = 0.575
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.593 | MinDCF = 0.168
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.197 | MinDCF = 0.169
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.449 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 6 | ActDCF = 3.954 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.425 | MinDCF = 0.235
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 6 | ActDCF = 0.439 | MinDCF = 0.235
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.691 | MinDCF = 0.564
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.545 | MinDCF = 0.56
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.547 | MinDCF = 0.159
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.199 | MinDCF = 0.16
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.954 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 5.311 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.819 | MinDCF = 0.298
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.59 | MinDCF = 0.296
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.994 | MinDCF = 0.79
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.749 | MinDCF = 0.791
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.954 | MinDCF = 0.201
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.221 | MinDCF = 0.204
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 2.576 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 6 | ActDCF = 6.522 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.68 | MinDCF = 0.379
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 6 | ActDCF = 0.725 | MinDCF = 0.391
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.971 | MinDCF = 0.791
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.901 | MinDCF = 0.79
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.902 | MinDCF = 0.209
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.24 | MinDCF = 0.212
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.768 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 4.57 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.524 | MinDCF = 0.289
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.509 | MinDCF = 0.292
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.654 | MinDCF = 0.606
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.637 | MinDCF = 0.604
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.489 | MinDCF = 0.173
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.205 | MinDCF = 0.174
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.876 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 6 | ActDCF = 5.298 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.468 | MinDCF = 0.295
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 6 | ActDCF = 0.589 | MinDCF = 0.294
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.619 | MinDCF = 0.585
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.68 | MinDCF = 0.585
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.428 | MinDCF = 0.16
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 4.0 | c = 1.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.206 | MinDCF = 0.159
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.61 | MinDCF = 0.999
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 3.827 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.702 | MinDCF = 0.271
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.43 | MinDCF = 0.273
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.999 | MinDCF = 0.82
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.847 | MinDCF = 0.816
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.928 | MinDCF = 0.21
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.231 | MinDCF = 0.21
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 2.537 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 6 | ActDCF = 5.553 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.676 | MinDCF = 0.381
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Raw | Calibrated | PCA = 6 | ActDCF = 0.617 | MinDCF = 0.383
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.996 | MinDCF = 0.862
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 2.107 | MinDCF = 0.861
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 0.825 | MinDCF = 0.223
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 0.0 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.255 | MinDCF = 0.224
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.575 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 4.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 4.606 | MinDCF = 1.0
