0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 2.408 | MinDCF = 0.98
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.296 | MinDCF = 0.271
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.556 | MinDCF = 0.408
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 5.158 | MinDCF = 0.745
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.602 | MinDCF = 0.371
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.862 | MinDCF = 0.831
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 2.957 | MinDCF = 0.996
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.362 | MinDCF = 0.343
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.662 | MinDCF = 0.52
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 2.46 | MinDCF = 0.729
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.384 | MinDCF = 0.364
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.384 | MinDCF = 0.757
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 7.214 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 0.802 | MinDCF = 0.724
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 0.802 | MinDCF = 0.754
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.945
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.827
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.954
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 2.214 | MinDCF = 0.949
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.273 | MinDCF = 0.254
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.513 | MinDCF = 0.384
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 5.433 | MinDCF = 0.782
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.641 | MinDCF = 0.411
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.981 | MinDCF = 0.902
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 2.952 | MinDCF = 0.996
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.361 | MinDCF = 0.343
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.661 | MinDCF = 0.52
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 2.439 | MinDCF = 0.734
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.38 | MinDCF = 0.366
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.36 | MinDCF = 0.773
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 8.42 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.993
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 0.936 | MinDCF = 0.746
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.993
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 0.936 | MinDCF = 0.865
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.995
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.935
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.973
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 2.206 | MinDCF = 0.925
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.265 | MinDCF = 0.256
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.445 | MinDCF = 0.366
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 6.293 | MinDCF = 0.889
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.741 | MinDCF = 0.485
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.121 | MinDCF = 0.93
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 2.952 | MinDCF = 0.996
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.361 | MinDCF = 0.343
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.661 | MinDCF = 0.52
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 2.466 | MinDCF = 0.732
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.383 | MinDCF = 0.349
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.363 | MinDCF = 0.751
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.946
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.935
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.973
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.936
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.965
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.995
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.767
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.902
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.979
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.94
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 2.066 | MinDCF = 0.907
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.263 | MinDCF = 0.234
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.021
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.563 | MinDCF = 0.362
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 8.346 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.943 | MinDCF = 0.736
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.083 | MinDCF = 0.981
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 2.952 | MinDCF = 0.999
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.999
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.361 | MinDCF = 0.343
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.999
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.661 | MinDCF = 0.521
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 2.465 | MinDCF = 0.746
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.389 | MinDCF = 0.359
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.022
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.429 | MinDCF = 0.705
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.864
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.948
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.987
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.995
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.905
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.925
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.516
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.57
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 0.771
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.756
